sampleid	sampling_stage	Country	farm_number	GD109_temp_gestation_unit	GD019_feed_formulation_major_ingredients	GD109_feed_form	GD109_probiotic	LD21_temp_lactation_unit	LD21_feed_formulation_major_ingredients	LD21_feed_form	LD21_probiotic	antibiotic	LD21_probiotic_type	GD109_probiotic_type	parity	no_piglets_alive	no_stillborn_piglets	no_piglets_weaned_per_year_sow_not_for_gilts	sow_no	country_code	runid	feed_combined
010-01-08	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	3	20	1	NA	010_1024	DE	10	barley, wheat, soy, beet
010-01-09	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	3	23	1	NA	010_1052	DE	10	barley, wheat, soy, beet
010-01-10	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	4	17	2	NA	010_508	DE	10	barley, wheat, soy, beet
010-01-11	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	4	20	2	NA	010_518	DE	10	barley, wheat, soy, beet
010-01-12	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	5	24	1	NA	010_9909	DE	10	barley, wheat, soy, beet
010-01-13	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	15	2	NA	010_2125	DE	10	barley, wheat, soy
010-01-14	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	17	1	NA	010_2196	DE	10	barley, wheat, soy
010-01-15	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	18	0	NA	010_2198	DE	10	barley, wheat, soy
010-01-16	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	20	0	NA	010_2199	DE	10	barley, wheat, soy
010-01-17	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	15	1	NA	010_2208	DE	10	barley, wheat, soy
010-01-18	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	2	19	1	NA	010_1607	DE	10	barley, wheat, soy
010-01-19	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	2	18	0	NA	010_1642	DE	10	barley, wheat, soy
010-01-20	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	3	20	1	NA	010_1024	DE	10	barley, wheat, soy
010-01-21	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	3	23	1	NA	010_1052	DE	10	barley, wheat, soy
010-01-22	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	4	17	2	NA	010_508	DE	10	barley, wheat, soy
010-01-23	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	4	20	2	NA	010_518	DE	10	barley, wheat, soy
010-01-24	L21	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	5	24	1	NA	010_9909	DE	10	barley, wheat, soy
